reservation_id,venue_id,reservation_date,time_slot,guest_id,guest_tier,party_size,occasion,special_requests,status
R-20260519-00867,V-017,2026-05-19,Dinner,G-101046,Standard,3,,,Confirmed
R-20260502-00868,V-017,2026-05-02,Late night,G-100297,Standard,4,,Window seat,Confirmed
R-20260523-00869,V-017,2026-05-23,Lunch,G-104016,Gold,8,,,Confirmed
R-20260515-00870,V-017,2026-05-15,Dinner,G-103868,Standard,7,,Allergy: shellfish,Confirmed
R-20260505-00871,V-017,2026-05-05,Lunch,G-103727,Gold,7,,,Deposit paid
R-20260514-00872,V-017,2026-05-14,Dinner,G-104156,Standard,4,,Birthday cake,Confirmed
R-20260512-00873,V-017,2026-05-12,Dinner,G-102135,Standard,3,,,Confirmed
R-20260503-00874,V-017,2026-05-03,Lunch,G-100993,Gold,6,,Birthday cake,Confirmed
R-20260531-00875,V-017,2026-05-31,Lunch,G-100850,Gold,5,,Wine pairing,Confirmed
R-20260524-00876,V-017,2026-05-24,Lunch,G-101306,Gold,5,,Window seat,Confirmed
R-20260529-00877,V-017,2026-05-29,Dinner,G-100821,Standard,7,,Allergy: shellfish,Confirmed
R-20260506-00878,V-017,2026-05-06,Late night,G-103306,Standard,4,,Window seat,Deposit paid
R-20260529-00879,V-017,2026-05-29,Late night,G-101563,Platinum,7,,,Confirmed
R-20260525-00880,V-017,2026-05-25,Lunch,G-103852,Standard,3,Birthday,Birthday cake,Deposit paid
R-20260531-00881,V-017,2026-05-31,Dinner,G-100871,Standard,7,,,Confirmed
R-20260521-00882,V-017,2026-05-21,Dinner,G-103058,Gold,7,,Wine pairing,Confirmed
R-20260522-00883,V-017,2026-05-22,Lunch,G-101450,Platinum,3,,,Confirmed
R-20260517-00884,V-017,2026-05-17,Late night,G-103104,Gold,4,,Window seat,Confirmed
R-20260518-00885,V-017,2026-05-18,Lunch,G-101229,Gold,10,,,Confirmed
R-20260501-00886,V-017,2026-05-01,Lunch,G-104761,Standard,3,,Allergy: shellfish,Confirmed
R-20260518-00887,V-017,2026-05-18,Dinner,G-100428,Gold,5,,Birthday cake,Confirmed
R-20260512-00888,V-017,2026-05-12,Dinner,G-104342,Standard,4,,Allergy: shellfish,Confirmed
R-20260514-00889,V-017,2026-05-14,Late night,G-103976,Standard,9,,Wine pairing,Deposit paid
R-20260508-00890,V-017,2026-05-08,Dinner,G-102688,Standard,2,,Birthday cake,Confirmed
R-20260522-00891,V-017,2026-05-22,Dinner,G-103780,Platinum,6,,Birthday cake,Confirmed
R-20260515-00892,V-017,2026-05-15,Late night,G-103266,Standard,3,,Window seat,Confirmed
R-20260513-00893,V-017,2026-05-13,Lunch,G-102667,Standard,6,,Birthday cake,Confirmed
R-20260523-00894,V-017,2026-05-23,Dinner,G-104711,Standard,8,,Wine pairing,Confirmed
R-20260507-00895,V-017,2026-05-07,Lunch,G-101836,Platinum,2,,,Deposit paid
R-20260514-00896,V-017,2026-05-14,Late night,G-102849,Diamond,3,,,Deposit paid
R-20260513-00897,V-017,2026-05-13,Lunch,G-103957,Gold,7,,,Confirmed
R-20260519-00898,V-017,2026-05-19,Dinner,G-103101,Standard,6,,,Deposit paid
R-20260515-00899,V-017,2026-05-15,Late night,G-103439,Standard,3,,Window seat,Waitlist
R-20260505-00900,V-017,2026-05-05,Late night,G-104348,Platinum,6,,,Confirmed
R-20260525-00901,V-017,2026-05-25,Late night,G-102435,Standard,7,,Allergy: shellfish,Deposit paid
R-20260519-00902,V-017,2026-05-19,Late night,G-104443,Standard,7,,Wine pairing,Deposit paid
R-20260503-00903,V-017,2026-05-03,Late night,G-103723,Platinum,3,,Birthday cake,Confirmed
R-20260506-00904,V-017,2026-05-06,Lunch,G-103032,Standard,10,,Window seat,Confirmed
R-20260501-00905,V-017,2026-05-01,Late night,G-102274,Standard,4,Birthday,Birthday cake,Confirmed
R-20260515-00906,V-017,2026-05-15,Dinner,G-104866,Standard,6,,Birthday cake,Confirmed
R-20260517-00907,V-017,2026-05-17,Lunch,G-102950,Standard,7,,Window seat,Deposit paid
R-20260522-00908,V-017,2026-05-22,Dinner,G-101241,Gold,10,,Window seat,Confirmed
R-20260528-00909,V-017,2026-05-28,Late night,G-100608,Gold,9,,,Confirmed
R-20260524-00910,V-017,2026-05-24,Lunch,G-102029,Standard,5,,Wine pairing,Confirmed
R-20260506-00911,V-017,2026-05-06,Lunch,G-102922,Gold,5,,,Confirmed
R-20260508-00912,V-017,2026-05-08,Late night,G-100982,Gold,3,Birthday,,Confirmed
R-20260502-00913,V-017,2026-05-02,Lunch,G-102061,Platinum,9,,Birthday cake,Waitlist
R-20260522-00914,V-017,2026-05-22,Lunch,G-102642,Standard,7,,,Deposit paid
R-20260517-00915,V-017,2026-05-17,Lunch,G-104326,Standard,5,,Allergy: shellfish,Confirmed
R-20260508-00916,V-017,2026-05-08,Dinner,G-103891,Standard,4,,,Deposit paid
R-20260522-00917,V-017,2026-05-22,Dinner,G-100117,Standard,7,,Window seat,Confirmed
R-20260529-00918,V-017,2026-05-29,Lunch,G-103784,Standard,2,,,Deposit paid
R-20260522-00919,V-017,2026-05-22,Late night,G-101333,Gold,10,,,Confirmed
R-20260518-00920,V-017,2026-05-18,Late night,G-104632,Platinum,4,Birthday,Wine pairing,Confirmed
R-20260523-00921,V-017,2026-05-23,Lunch,G-104323,Standard,7,,Window seat,Confirmed
R-20260507-00922,V-017,2026-05-07,Lunch,G-102340,Platinum,4,,Window seat,Confirmed
R-20260519-00923,V-017,2026-05-19,Late night,G-102789,Standard,6,,Quiet table,Confirmed
R-20260506-00924,V-017,2026-05-06,Lunch,G-104511,Standard,6,,Allergy: shellfish,Confirmed
R-20260507-00925,V-017,2026-05-07,Dinner,G-101559,Gold,9,,,Deposit paid
R-20260502-00926,V-017,2026-05-02,Lunch,G-101600,Gold,7,,,Confirmed
R-20260513-00927,V-017,2026-05-13,Lunch,G-102942,Gold,5,,Wine pairing,Confirmed
R-20260509-00928,V-017,2026-05-09,Late night,G-103503,Diamond,9,,,Confirmed
R-20260519-00929,V-017,2026-05-19,Late night,G-104462,Standard,7,,,Waitlist
R-20260516-00930,V-017,2026-05-16,Late night,G-103311,Standard,3,,,Confirmed
R-20260521-00931,V-017,2026-05-21,Lunch,G-102669,Gold,9,,,Confirmed
R-20260528-00932,V-017,2026-05-28,Lunch,G-101992,Gold,8,,Birthday cake,Waitlist
R-20260513-00933,V-017,2026-05-13,Dinner,G-104542,Standard,3,,Birthday cake,Confirmed
R-20260523-00934,V-017,2026-05-23,Dinner,G-103793,Standard,9,,Allergy: shellfish,Confirmed
R-20260502-00935,V-017,2026-05-02,Late night,G-102797,Gold,8,Birthday,Window seat,Waitlist
R-20260516-00936,V-017,2026-05-16,Lunch,G-104654,Standard,3,,,Deposit paid
R-20260524-00937,V-017,2026-05-24,Late night,G-101823,Gold,4,,Window seat,Waitlist
R-20260507-00938,V-018,2026-05-07,Dinner,G-100292,Gold,5,,Birthday cake,Confirmed
R-20260519-00939,V-018,2026-05-19,Dinner,G-100531,Standard,7,,Birthday cake,Confirmed
R-20260530-00940,V-018,2026-05-30,Dinner,G-104784,Standard,5,,,Deposit paid
R-20260515-00941,V-018,2026-05-15,Late night,G-103941,Standard,7,,Quiet table,Deposit paid
R-20260510-00942,V-018,2026-05-10,Late night,G-101935,Platinum,5,,,Confirmed
R-20260517-00943,V-018,2026-05-17,Dinner,G-101071,Standard,7,,,Waitlist
R-20260520-00944,V-018,2026-05-20,Dinner,G-104038,Gold,5,,Birthday cake,Confirmed
R-20260517-00945,V-018,2026-05-17,Lunch,G-101785,Standard,6,,Birthday cake,Deposit paid
R-20260530-00946,V-018,2026-05-30,Lunch,G-100854,Standard,6,,,Confirmed
R-20260501-00947,V-018,2026-05-01,Lunch,G-102349,Diamond,7,,Wine pairing,Confirmed
R-20260502-00948,V-018,2026-05-02,Lunch,G-104778,Standard,6,,,Deposit paid
R-20260523-00949,V-018,2026-05-23,Lunch,G-104673,Standard,6,,Wine pairing,Confirmed
R-20260517-00950,V-018,2026-05-17,Late night,G-104931,Gold,5,Anniversary,Window seat,Confirmed
R-20260504-00951,V-018,2026-05-04,Dinner,G-101374,Standard,10,,Window seat,Deposit paid
R-20260516-00952,V-018,2026-05-16,Dinner,G-103772,Standard,3,,,Confirmed
R-20260514-00953,V-018,2026-05-14,Dinner,G-104586,Platinum,2,,,Confirmed
R-20260507-00954,V-018,2026-05-07,Late night,G-104430,Standard,5,,Window seat,Confirmed
R-20260517-00955,V-018,2026-05-17,Late night,G-104032,Platinum,4,,Window seat,Confirmed
R-20260509-00956,V-018,2026-05-09,Late night,G-102753,Standard,3,,Quiet table,Confirmed
R-20260515-00957,V-018,2026-05-15,Lunch,G-101226,Standard,5,,,Confirmed
R-20260508-00958,V-018,2026-05-08,Lunch,G-100107,Platinum,10,,,Confirmed
R-20260528-00959,V-018,2026-05-28,Dinner,G-101552,Standard,4,,Birthday cake,Waitlist
R-20260501-00960,V-018,2026-05-01,Lunch,G-101447,Gold,8,,Birthday cake,Deposit paid
R-20260509-00961,V-018,2026-05-09,Dinner,G-103258,Diamond,8,,Allergy: shellfish,Deposit paid
R-20260509-00962,V-018,2026-05-09,Lunch,G-103510,Gold,5,,,Confirmed
R-20260503-00963,V-018,2026-05-03,Dinner,G-102143,Gold,3,Birthday,Window seat,Confirmed
R-20260510-00964,V-018,2026-05-10,Late night,G-100598,Standard,3,,Allergy: shellfish,Confirmed
R-20260516-00965,V-018,2026-05-16,Late night,G-102478,Standard,3,,Wine pairing,Confirmed
R-20260509-00966,V-018,2026-05-09,Dinner,G-104669,Standard,5,Birthday,Allergy: shellfish,Waitlist
R-20260507-00967,V-018,2026-05-07,Dinner,G-100431,Standard,5,,Wine pairing,Confirmed
R-20260531-00968,V-018,2026-05-31,Late night,G-100349,Platinum,5,,,Confirmed
R-20260505-00969,V-018,2026-05-05,Dinner,G-101268,Diamond,6,,Wine pairing,Waitlist
R-20260511-00970,V-018,2026-05-11,Lunch,G-103786,Standard,5,,,Waitlist
R-20260502-00971,V-018,2026-05-02,Lunch,G-101540,Platinum,6,,Wine pairing,Confirmed
R-20260514-00972,V-018,2026-05-14,Dinner,G-102842,Standard,4,,,Confirmed
R-20260517-00973,V-018,2026-05-17,Late night,G-104897,Diamond,9,,Birthday cake,Deposit paid
R-20260515-00974,V-018,2026-05-15,Dinner,G-102678,Standard,4,,Allergy: shellfish,Deposit paid
R-20260504-00975,V-018,2026-05-04,Lunch,G-100807,Gold,4,,,Confirmed
R-20260522-00976,V-018,2026-05-22,Lunch,G-101968,Standard,3,,,Deposit paid
R-20260518-00977,V-018,2026-05-18,Lunch,G-104744,Standard,4,,Allergy: shellfish,Confirmed
R-20260516-00978,V-018,2026-05-16,Late night,G-102410,Standard,7,,,Deposit paid
R-20260510-00979,V-018,2026-05-10,Dinner,G-104853,Diamond,4,,,Confirmed
R-20260519-00980,V-018,2026-05-19,Late night,G-101305,Standard,4,,Birthday cake,Confirmed
R-20260519-00981,V-018,2026-05-19,Lunch,G-102632,Platinum,6,,Allergy: shellfish,Confirmed
R-20260507-00982,V-018,2026-05-07,Dinner,G-101270,Standard,6,,,Confirmed
R-20260526-00983,V-018,2026-05-26,Lunch,G-103133,Standard,7,,,Waitlist
R-20260523-00984,V-018,2026-05-23,Dinner,G-101478,Standard,8,,Birthday cake,Confirmed
R-20260504-00985,V-018,2026-05-04,Lunch,G-100506,Standard,4,,Window seat,Confirmed
R-20260508-00986,V-018,2026-05-08,Late night,G-102400,Standard,4,,Wine pairing,Confirmed
R-20260517-00987,V-018,2026-05-17,Lunch,G-103117,Platinum,6,,Wine pairing,Confirmed
R-20260522-00988,V-018,2026-05-22,Dinner,G-103692,Standard,9,,Wine pairing,Confirmed
R-20260502-00989,V-018,2026-05-02,Late night,G-100884,Standard,11,,,Confirmed
R-20260521-00990,V-018,2026-05-21,Dinner,G-100733,Standard,4,,Birthday cake,Confirmed
R-20260510-00991,V-018,2026-05-10,Dinner,G-103758,Standard,4,,,Confirmed
R-20260504-00992,V-018,2026-05-04,Lunch,G-104142,Standard,4,,Birthday cake,Waitlist
R-20260514-00993,V-018,2026-05-14,Late night,G-103557,Standard,4,,Birthday cake,Waitlist
R-20260516-00994,V-018,2026-05-16,Dinner,G-103281,Standard,5,,,Confirmed
R-20260503-00995,V-018,2026-05-03,Dinner,G-103631,Gold,5,Birthday,Allergy: shellfish,Waitlist
R-20260511-00996,V-018,2026-05-11,Late night,G-101942,Platinum,6,,,Waitlist
R-20260523-00997,V-018,2026-05-23,Dinner,G-101860,Standard,3,,Window seat,Confirmed
R-20260502-00998,V-018,2026-05-02,Late night,G-102541,Gold,5,,Window seat,Confirmed
R-20260509-00999,V-018,2026-05-09,Late night,G-103117,Platinum,7,,Quiet table,Deposit paid
R-20260506-01000,V-019,2026-05-06,Late night,G-101436,Standard,6,,Wine pairing,Deposit paid
R-20260529-01001,V-019,2026-05-29,Lunch,G-101471,Standard,3,,,Deposit paid
R-20260517-01002,V-019,2026-05-17,Lunch,G-100532,Gold,8,,Quiet table,Confirmed
R-20260504-01003,V-019,2026-05-04,Dinner,G-101442,Platinum,4,,Wine pairing,Confirmed
R-20260524-01004,V-019,2026-05-24,Lunch,G-102129,Standard,10,,Allergy: shellfish,Deposit paid
R-20260522-01005,V-019,2026-05-22,Late night,G-104491,Gold,10,,,Confirmed
R-20260515-01006,V-019,2026-05-15,Dinner,G-102275,Diamond,2,,,Confirmed
R-20260513-01007,V-019,2026-05-13,Late night,G-100206,Gold,7,,Allergy: shellfish,Confirmed
R-20260504-01008,V-019,2026-05-04,Lunch,G-104490,Standard,5,,Allergy: shellfish,Deposit paid
R-20260526-01009,V-019,2026-05-26,Dinner,G-101595,Standard,7,,Allergy: shellfish,Confirmed
R-20260512-01010,V-019,2026-05-12,Late night,G-104614,Platinum,5,,Wine pairing,Deposit paid
R-20260527-01011,V-019,2026-05-27,Lunch,G-101979,Standard,4,,,Deposit paid
R-20260505-01012,V-019,2026-05-05,Dinner,G-100754,Standard,8,Anniversary,Quiet table,Confirmed
R-20260514-01013,V-019,2026-05-14,Dinner,G-104836,Standard,6,,Wine pairing,Confirmed
R-20260523-01014,V-019,2026-05-23,Dinner,G-100535,Gold,6,,Window seat,Confirmed
R-20260507-01015,V-019,2026-05-07,Late night,G-102745,Standard,3,,,Confirmed
R-20260513-01016,V-019,2026-05-13,Late night,G-103581,Standard,3,,,Confirmed
R-20260507-01017,V-019,2026-05-07,Lunch,G-101566,Diamond,3,Birthday,,Confirmed
R-20260529-01018,V-019,2026-05-29,Late night,G-100458,Standard,9,,Birthday cake,Deposit paid
R-20260506-01019,V-019,2026-05-06,Lunch,G-100102,Standard,7,,Allergy: shellfish,Confirmed
R-20260507-01020,V-019,2026-05-07,Late night,G-104822,Standard,10,,,Confirmed
R-20260531-01021,V-019,2026-05-31,Lunch,G-103426,Gold,3,,Quiet table,Deposit paid
R-20260502-01022,V-019,2026-05-02,Lunch,G-101407,Standard,8,,,Confirmed
R-20260518-01023,V-019,2026-05-18,Dinner,G-101342,Platinum,5,,Window seat,Confirmed
R-20260525-01024,V-019,2026-05-25,Lunch,G-100094,Standard,6,Birthday,,Confirmed
R-20260525-01025,V-019,2026-05-25,Late night,G-102761,Gold,3,,,Deposit paid
R-20260504-01026,V-019,2026-05-04,Dinner,G-100874,Standard,8,,Window seat,Confirmed
R-20260517-01027,V-019,2026-05-17,Dinner,G-104106,Gold,3,,Quiet table,Confirmed
R-20260527-01028,V-019,2026-05-27,Late night,G-101002,Standard,9,,Wine pairing,Waitlist
R-20260512-01029,V-019,2026-05-12,Late night,G-101481,Standard,4,,,Confirmed
R-20260530-01030,V-019,2026-05-30,Dinner,G-104584,Standard,4,,Birthday cake,Confirmed
R-20260524-01031,V-019,2026-05-24,Lunch,G-101137,Standard,5,,,Confirmed
R-20260519-01032,V-019,2026-05-19,Late night,G-103803,Standard,7,,Wine pairing,Confirmed
R-20260510-01033,V-019,2026-05-10,Lunch,G-102428,Diamond,4,,Allergy: shellfish,Confirmed
R-20260504-01034,V-019,2026-05-04,Lunch,G-100512,Gold,6,Anniversary,Birthday cake,Deposit paid
R-20260505-01035,V-019,2026-05-05,Dinner,G-103636,Gold,9,,Allergy: shellfish,Deposit paid
R-20260510-01036,V-019,2026-05-10,Dinner,G-104064,Platinum,4,,Birthday cake,Confirmed
R-20260508-01037,V-019,2026-05-08,Lunch,G-103509,Platinum,2,,,Confirmed
R-20260520-01038,V-019,2026-05-20,Lunch,G-101643,Standard,5,,,Confirmed
R-20260509-01039,V-019,2026-05-09,Dinner,G-100675,Standard,9,,,Confirmed
R-20260502-01040,V-019,2026-05-02,Lunch,G-100553,Platinum,8,,Quiet table,Confirmed
R-20260516-01041,V-020,2026-05-16,Lunch,G-102522,Gold,2,,Wine pairing,Confirmed
R-20260514-01042,V-020,2026-05-14,Dinner,G-100117,Standard,3,,Birthday cake,Confirmed
R-20260529-01043,V-020,2026-05-29,Dinner,G-100849,Standard,4,,,Deposit paid
R-20260525-01044,V-020,2026-05-25,Dinner,G-102362,Standard,6,,Window seat,Confirmed
R-20260529-01045,V-020,2026-05-29,Dinner,G-103991,Platinum,9,,Window seat,Confirmed
R-20260529-01046,V-020,2026-05-29,Late night,G-101323,Standard,4,,Window seat,Confirmed
R-20260526-01047,V-020,2026-05-26,Late night,G-101638,Standard,6,,,Confirmed
R-20260522-01048,V-020,2026-05-22,Late night,G-104517,Platinum,6,,Allergy: shellfish,Waitlist
R-20260524-01049,V-020,2026-05-24,Lunch,G-104722,Standard,7,Anniversary,Quiet table,Confirmed
R-20260517-01050,V-020,2026-05-17,Dinner,G-103255,Standard,7,,,Confirmed
R-20260508-01051,V-020,2026-05-08,Lunch,G-104755,Standard,5,,Birthday cake,Confirmed
R-20260516-01052,V-020,2026-05-16,Dinner,G-104153,Standard,8,Birthday,,Confirmed
R-20260519-01053,V-020,2026-05-19,Late night,G-100531,Standard,5,,Window seat,Confirmed
R-20260503-01054,V-020,2026-05-03,Lunch,G-102441,Platinum,3,,Window seat,Waitlist
R-20260531-01055,V-020,2026-05-31,Late night,G-101088,Gold,3,,Window seat,Confirmed
R-20260501-01056,V-020,2026-05-01,Late night,G-101541,Standard,4,,,Confirmed
R-20260518-01057,V-020,2026-05-18,Lunch,G-103919,Standard,9,,,Confirmed
R-20260525-01058,V-020,2026-05-25,Late night,G-103747,Standard,5,,Birthday cake,Deposit paid
R-20260510-01059,V-020,2026-05-10,Late night,G-104210,Standard,5,,Quiet table,Confirmed
R-20260522-01060,V-020,2026-05-22,Lunch,G-103226,Standard,7,,,Confirmed
R-20260530-01061,V-020,2026-05-30,Dinner,G-103668,Standard,7,,Wine pairing,Deposit paid
R-20260529-01062,V-020,2026-05-29,Late night,G-102323,Standard,8,,,Confirmed
R-20260526-01063,V-020,2026-05-26,Lunch,G-100158,Gold,2,,,Confirmed
R-20260514-01064,V-020,2026-05-14,Dinner,G-103184,Standard,3,,Birthday cake,Deposit paid
R-20260508-01065,V-020,2026-05-08,Lunch,G-103245,Platinum,6,,Wine pairing,Confirmed
R-20260530-01066,V-020,2026-05-30,Dinner,G-103029,Standard,5,,Allergy: shellfish,Confirmed
R-20260506-01067,V-020,2026-05-06,Late night,G-104604,Standard,3,,Quiet table,Confirmed
R-20260514-01068,V-020,2026-05-14,Lunch,G-104150,Standard,9,,Window seat,Confirmed
R-20260512-01069,V-020,2026-05-12,Dinner,G-100347,Gold,6,,Quiet table,Confirmed
R-20260509-01070,V-020,2026-05-09,Late night,G-103191,Gold,5,Anniversary,Quiet table,Confirmed
R-20260527-01071,V-020,2026-05-27,Dinner,G-103107,Standard,2,,,Confirmed
R-20260516-01072,V-020,2026-05-16,Lunch,G-100198,Standard,7,,,Waitlist
R-20260518-01073,V-020,2026-05-18,Late night,G-100169,Standard,4,,Window seat,Confirmed
R-20260514-01074,V-020,2026-05-14,Late night,G-101311,Standard,6,,Window seat,Confirmed
R-20260508-01075,V-020,2026-05-08,Dinner,G-102125,Standard,4,,,Confirmed
R-20260530-01076,V-020,2026-05-30,Late night,G-103378,Standard,3,,,Confirmed
R-20260527-01077,V-020,2026-05-27,Lunch,G-100029,Standard,11,,Quiet table,Deposit paid
R-20260515-01078,V-020,2026-05-15,Dinner,G-101969,Standard,5,,,Confirmed
R-20260529-01079,V-020,2026-05-29,Lunch,G-103953,Standard,2,,Birthday cake,Confirmed
R-20260525-01080,V-020,2026-05-25,Late night,G-104861,Standard,6,,Wine pairing,Deposit paid
R-20260525-01081,V-020,2026-05-25,Lunch,G-100855,Diamond,6,,Birthday cake,Confirmed
R-20260509-01082,V-020,2026-05-09,Lunch,G-101856,Standard,4,,,Deposit paid
R-20260523-01083,V-020,2026-05-23,Dinner,G-103729,Standard,8,,,Deposit paid
R-20260512-01084,V-020,2026-05-12,Lunch,G-103890,Standard,10,,Quiet table,Confirmed
R-20260518-01085,V-020,2026-05-18,Lunch,G-101061,Standard,5,,Window seat,Confirmed
R-20260521-01086,V-020,2026-05-21,Dinner,G-102014,Platinum,7,,,Confirmed
R-20260502-01087,V-020,2026-05-02,Late night,G-102947,Platinum,7,,Quiet table,Confirmed
R-20260522-01088,V-020,2026-05-22,Lunch,G-100783,Gold,5,,Quiet table,Confirmed
R-20260505-01089,V-020,2026-05-05,Dinner,G-100107,Platinum,5,,Allergy: shellfish,Confirmed
R-20260502-01090,V-020,2026-05-02,Lunch,G-104143,Diamond,5,,,Waitlist
R-20260519-01091,V-020,2026-05-19,Lunch,G-104294,Standard,4,,,Confirmed
R-20260529-01092,V-020,2026-05-29,Late night,G-103828,Standard,6,,,Deposit paid
R-20260505-01093,V-020,2026-05-05,Late night,G-103664,Standard,5,,,Confirmed
R-20260522-01094,V-020,2026-05-22,Lunch,G-102227,Standard,7,Anniversary,Quiet table,Confirmed
R-20260504-01095,V-020,2026-05-04,Dinner,G-100282,Standard,7,,Quiet table,Confirmed
R-20260525-01096,V-020,2026-05-25,Late night,G-101357,Standard,6,,Wine pairing,Confirmed
R-20260522-01097,V-020,2026-05-22,Lunch,G-102673,Diamond,4,,Allergy: shellfish,Confirmed
R-20260509-01098,V-020,2026-05-09,Late night,G-104714,Platinum,3,,,Confirmed
R-20260505-01099,V-020,2026-05-05,Dinner,G-100970,Standard,5,,Allergy: shellfish,Confirmed
R-20260520-01100,V-020,2026-05-20,Lunch,G-101095,Standard,5,,,Confirmed
R-20260503-01101,V-020,2026-05-03,Late night,G-103164,Gold,3,,,Deposit paid
R-20260508-01102,V-020,2026-05-08,Late night,G-104622,Standard,3,,,Confirmed
R-20260509-01103,V-020,2026-05-09,Late night,G-104615,Diamond,4,,,Waitlist
R-20260510-01104,V-021,2026-05-10,Late night,G-102871,Diamond,9,,Allergy: shellfish,Deposit paid
R-20260509-01105,V-021,2026-05-09,Lunch,G-100670,Platinum,3,,Birthday cake,Confirmed
R-20260522-01106,V-021,2026-05-22,Lunch,G-104024,Standard,3,,,Confirmed
R-20260525-01107,V-021,2026-05-25,Dinner,G-102803,Platinum,6,,Birthday cake,Deposit paid
R-20260503-01108,V-021,2026-05-03,Late night,G-104555,Diamond,3,,,Confirmed
R-20260510-01109,V-021,2026-05-10,Late night,G-101098,Standard,6,,,Deposit paid
R-20260524-01110,V-021,2026-05-24,Late night,G-103245,Platinum,5,,,Confirmed
R-20260519-01111,V-021,2026-05-19,Dinner,G-101928,Standard,3,,Birthday cake,Confirmed
R-20260526-01112,V-021,2026-05-26,Late night,G-102172,Standard,2,,,Confirmed
R-20260506-01113,V-021,2026-05-06,Lunch,G-102702,Standard,6,,Wine pairing,Confirmed
R-20260501-01114,V-021,2026-05-01,Late night,G-103939,Standard,11,,Birthday cake,Deposit paid
R-20260517-01115,V-021,2026-05-17,Late night,G-104670,Gold,4,,,Confirmed
R-20260515-01116,V-021,2026-05-15,Lunch,G-104106,Gold,5,,Allergy: shellfish,Deposit paid
R-20260520-01117,V-021,2026-05-20,Dinner,G-101848,Standard,6,,,Confirmed
R-20260505-01118,V-021,2026-05-05,Dinner,G-100451,Gold,3,,,Confirmed
R-20260525-01119,V-021,2026-05-25,Lunch,G-103892,Gold,3,,Allergy: shellfish,Waitlist
R-20260519-01120,V-021,2026-05-19,Late night,G-101272,Standard,9,,Window seat,Confirmed
R-20260508-01121,V-021,2026-05-08,Late night,G-100677,Platinum,6,,Wine pairing,Deposit paid
R-20260504-01122,V-021,2026-05-04,Late night,G-104142,Standard,5,,,Confirmed
R-20260512-01123,V-021,2026-05-12,Late night,G-100828,Standard,5,,,Confirmed
R-20260501-01124,V-021,2026-05-01,Dinner,G-103763,Gold,6,,Allergy: shellfish,Confirmed
R-20260511-01125,V-021,2026-05-11,Dinner,G-102244,Platinum,6,,Allergy: shellfish,Confirmed
R-20260517-01126,V-021,2026-05-17,Lunch,G-100632,Standard,7,,,Confirmed
R-20260530-01127,V-021,2026-05-30,Late night,G-103473,Platinum,3,,,Confirmed
R-20260515-01128,V-021,2026-05-15,Lunch,G-104218,Platinum,8,,,Confirmed
R-20260510-01129,V-021,2026-05-10,Dinner,G-101960,Standard,4,,Window seat,Waitlist
R-20260509-01130,V-021,2026-05-09,Late night,G-104655,Standard,5,,,Waitlist
R-20260505-01131,V-021,2026-05-05,Lunch,G-104159,Standard,6,,,Confirmed
R-20260527-01132,V-021,2026-05-27,Dinner,G-102628,Standard,4,,Allergy: shellfish,Confirmed
R-20260527-01133,V-021,2026-05-27,Lunch,G-102176,Platinum,4,,Wine pairing,Confirmed
R-20260524-01134,V-021,2026-05-24,Lunch,G-100809,Platinum,5,,,Confirmed
R-20260527-01135,V-021,2026-05-27,Late night,G-101755,Standard,5,,,Waitlist
R-20260521-01136,V-021,2026-05-21,Late night,G-104860,Standard,2,,Allergy: shellfish,Waitlist
R-20260511-01137,V-021,2026-05-11,Lunch,G-103795,Platinum,8,,,Confirmed
R-20260528-01138,V-021,2026-05-28,Late night,G-101069,Standard,11,,Quiet table,Confirmed
R-20260515-01139,V-021,2026-05-15,Dinner,G-100039,Gold,6,,,Confirmed
R-20260515-01140,V-021,2026-05-15,Lunch,G-101977,Standard,5,,,Deposit paid
R-20260520-01141,V-021,2026-05-20,Late night,G-104322,Standard,2,,Birthday cake,Waitlist
R-20260508-01142,V-021,2026-05-08,Dinner,G-103752,Gold,4,,Window seat,Confirmed
R-20260506-01143,V-021,2026-05-06,Dinner,G-100864,Standard,4,,Birthday cake,Confirmed
R-20260521-01144,V-021,2026-05-21,Lunch,G-100178,Standard,8,,Quiet table,Deposit paid
R-20260504-01145,V-021,2026-05-04,Dinner,G-104757,Gold,7,,Allergy: shellfish,Confirmed
R-20260529-01146,V-021,2026-05-29,Late night,G-102425,Standard,8,,Window seat,Deposit paid
R-20260510-01147,V-021,2026-05-10,Lunch,G-102188,Standard,3,,Allergy: shellfish,Confirmed
R-20260502-01148,V-021,2026-05-02,Dinner,G-101828,Standard,3,,Birthday cake,Waitlist
R-20260530-01149,V-021,2026-05-30,Dinner,G-101416,Standard,5,,Birthday cake,Confirmed
R-20260512-01150,V-021,2026-05-12,Late night,G-104861,Standard,8,,Allergy: shellfish,Deposit paid
R-20260523-01151,V-021,2026-05-23,Dinner,G-104909,Standard,8,,,Confirmed
R-20260503-01152,V-021,2026-05-03,Late night,G-102849,Diamond,4,,,Confirmed
R-20260517-01153,V-021,2026-05-17,Late night,G-100071,Standard,4,,Wine pairing,Confirmed
R-20260525-01154,V-021,2026-05-25,Lunch,G-102018,Standard,8,,Allergy: shellfish,Confirmed
R-20260531-01155,V-021,2026-05-31,Late night,G-102390,Standard,9,,Wine pairing,Confirmed
R-20260509-01156,V-021,2026-05-09,Dinner,G-104201,Standard,10,,,Waitlist
