interaction_id,guest_id,venue_id,interaction_date,interaction_type,category,note,captured_by
I-002427,G-102358,V-019,2025-09-03,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002428,G-102429,V-006,2024-04-18,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002429,G-104863,V-019,2025-09-28,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002430,G-101765,V-017,2024-12-20,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002431,G-104794,V-004,2025-03-02,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002432,G-101451,V-003,2025-12-14,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002433,G-103317,V-024,2026-03-22,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002434,G-101266,V-027,2025-03-10,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002435,G-102528,V-030,2025-02-04,Preference noted,Dietary,Allergic to truffle.,Chef
I-002436,G-104903,V-007,2025-06-08,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002437,G-102034,V-023,2025-07-20,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002438,G-102108,V-008,2026-02-07,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002439,G-104475,V-015,2025-10-07,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002440,G-102252,V-029,2024-06-29,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002441,G-103848,V-017,2025-10-24,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002442,G-103334,V-017,2024-11-22,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002443,G-102447,V-008,2024-06-20,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002444,G-103636,V-026,2026-02-15,Preference noted,Dietary,Allergic to truffle.,Chef
I-002445,G-100640,V-001,2026-01-31,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002446,G-101015,V-024,2025-08-10,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002447,G-103963,V-015,2024-02-29,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002448,G-102201,V-026,2024-05-14,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002449,G-104557,V-026,2025-06-28,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002450,G-100610,V-020,2024-04-14,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002451,G-103202,V-008,2025-10-28,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002452,G-104283,V-002,2024-10-07,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002453,G-100099,V-021,2025-08-14,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002454,G-102607,V-001,2025-04-03,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002455,G-101786,V-005,2024-06-05,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002456,G-100505,V-009,2025-11-02,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002457,G-103798,V-001,2024-03-13,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002458,G-102083,V-014,2025-05-19,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002459,G-101004,V-022,2026-04-28,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002460,G-101580,V-029,2025-07-10,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002461,G-103755,V-021,2025-08-05,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002462,G-102359,V-026,2024-06-11,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002463,G-104856,V-003,2024-04-20,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002464,G-101162,V-017,2025-10-25,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002465,G-103109,V-011,2025-12-09,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002466,G-104883,V-004,2025-06-26,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002467,G-101651,V-023,2026-02-24,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002468,G-104588,V-011,2024-07-10,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002469,G-104906,V-021,2024-11-18,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002470,G-100375,V-002,2025-10-18,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002471,G-100171,V-018,2026-04-22,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002472,G-104903,V-002,2025-12-24,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002473,G-101136,V-001,2025-08-12,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002474,G-101260,V-002,2024-03-25,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002475,G-103195,V-011,2025-10-29,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002476,G-101666,V-010,2025-06-12,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002477,G-100457,V-030,2025-06-03,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002478,G-100772,V-008,2024-11-26,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002479,G-102210,V-005,2025-12-17,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002480,G-100219,V-028,2026-03-14,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002481,G-101841,V-010,2025-08-19,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002482,G-102001,V-002,2024-12-18,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002483,G-102551,V-029,2026-04-01,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002484,G-103622,V-008,2025-05-06,Preference noted,Dietary,Allergic to truffle.,Chef
I-002485,G-102310,V-017,2025-11-24,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002486,G-102572,V-001,2026-01-19,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002487,G-104424,V-014,2025-05-02,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002488,G-101450,V-020,2024-05-12,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002489,G-101229,V-007,2026-04-26,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002490,G-104535,V-022,2026-04-17,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002491,G-101237,V-013,2024-08-07,Preference noted,Dietary,Allergic to truffle.,Chef
I-002492,G-100621,V-023,2025-05-05,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002493,G-101940,V-018,2024-05-22,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002494,G-101143,V-023,2024-05-13,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002495,G-103842,V-007,2024-08-05,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002496,G-103063,V-008,2025-02-20,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002497,G-104185,V-022,2025-02-02,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002498,G-103493,V-013,2025-08-18,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002499,G-103155,V-028,2024-11-28,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002500,G-100195,V-012,2025-12-27,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002501,G-101624,V-007,2025-06-28,Preference noted,Dietary,Allergic to truffle.,Chef
I-002502,G-100248,V-018,2024-12-17,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002503,G-104178,V-027,2024-07-23,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002504,G-100181,V-009,2024-10-04,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002505,G-100762,V-019,2026-02-24,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002506,G-100509,V-008,2024-10-28,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002507,G-102009,V-023,2026-04-08,Preference noted,Dietary,Allergic to truffle.,Chef
I-002508,G-103643,V-015,2024-09-28,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002509,G-100816,V-018,2024-07-30,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002510,G-101936,V-021,2025-12-14,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002511,G-102517,V-008,2025-03-31,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002512,G-102117,V-024,2025-12-09,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002513,G-100038,V-025,2025-07-18,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002514,G-100512,V-022,2025-07-26,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002515,G-102447,V-030,2024-08-28,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002516,G-100657,V-023,2024-06-06,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002517,G-101092,V-007,2024-03-24,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002518,G-100037,V-021,2025-05-18,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002519,G-101285,V-009,2024-11-17,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002520,G-102802,V-005,2025-12-09,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002521,G-102976,V-015,2025-08-05,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002522,G-101260,V-001,2024-12-11,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002523,G-103426,V-014,2026-04-05,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002524,G-104149,V-009,2024-06-01,Preference noted,Dietary,Allergic to truffle.,Chef
I-002525,G-104001,V-027,2025-06-30,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002526,G-102139,V-028,2024-07-07,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002527,G-101271,V-019,2024-12-03,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002528,G-101035,V-029,2025-01-29,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002529,G-102895,V-014,2024-12-19,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002530,G-100861,V-003,2024-08-24,Preference noted,Dietary,Allergic to truffle.,Chef
I-002531,G-101462,V-019,2025-07-23,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002532,G-101647,V-002,2025-06-21,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002533,G-104856,V-030,2025-12-02,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002534,G-103157,V-027,2025-07-16,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002535,G-103494,V-006,2026-02-03,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002536,G-101122,V-016,2025-05-19,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002537,G-102986,V-018,2025-12-05,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002538,G-102383,V-014,2026-04-07,Preference noted,Dietary,Allergic to truffle.,Chef
I-002539,G-102139,V-025,2024-06-07,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002540,G-104834,V-012,2025-04-17,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002541,G-100536,V-030,2025-03-15,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002542,G-102237,V-014,2025-02-01,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002543,G-101340,V-005,2025-05-10,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002544,G-103243,V-008,2024-08-15,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002545,G-102222,V-004,2024-02-23,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002546,G-103964,V-023,2024-09-12,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002547,G-104220,V-015,2025-11-21,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002548,G-102803,V-027,2025-02-07,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002549,G-104539,V-019,2026-01-01,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002550,G-100846,V-029,2026-03-25,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002551,G-103106,V-020,2024-08-07,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002552,G-100614,V-023,2024-09-02,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002553,G-101612,V-009,2025-03-31,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002554,G-101422,V-004,2026-04-16,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002555,G-101122,V-021,2026-04-01,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002556,G-103295,V-003,2025-10-02,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002557,G-100457,V-023,2024-03-01,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002558,G-101320,V-010,2024-08-04,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002559,G-103657,V-026,2024-12-19,Preference noted,Dietary,Allergic to truffle.,Chef
I-002560,G-104116,V-028,2024-06-07,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002561,G-100311,V-010,2025-11-30,Preference noted,Dietary,Allergic to truffle.,Chef
I-002562,G-103176,V-022,2024-04-24,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002563,G-100430,V-014,2024-08-02,Preference noted,Dietary,Allergic to truffle.,Chef
I-002564,G-102640,V-002,2024-04-06,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002565,G-102444,V-025,2024-05-04,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002566,G-103189,V-019,2025-01-31,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002567,G-100586,V-013,2024-04-21,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002568,G-104600,V-012,2024-10-26,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002569,G-104549,V-003,2024-07-24,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002570,G-103433,V-010,2024-04-12,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002571,G-100723,V-024,2024-09-29,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002572,G-102975,V-012,2025-09-19,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002573,G-103830,V-003,2025-11-12,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002574,G-101937,V-027,2026-04-22,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002575,G-104048,V-003,2025-08-11,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002576,G-101819,V-011,2025-10-18,Preference noted,Dietary,Allergic to truffle.,Chef
I-002577,G-100654,V-017,2024-03-31,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002578,G-104227,V-002,2025-11-29,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002579,G-104707,V-008,2024-02-26,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002580,G-100809,V-019,2024-10-22,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002581,G-104433,V-015,2026-03-20,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002582,G-101851,V-024,2024-05-25,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002583,G-100935,V-020,2025-03-07,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002584,G-100428,V-027,2025-01-19,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002585,G-102201,V-025,2025-03-25,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002586,G-102517,V-025,2024-07-29,Preference noted,Dietary,Allergic to truffle.,Chef
I-002587,G-103158,V-019,2026-04-30,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002588,G-101951,V-028,2024-05-27,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002589,G-103496,V-030,2025-12-10,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002590,G-102034,V-001,2025-03-26,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002591,G-100559,V-002,2024-06-10,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002592,G-103920,V-004,2025-10-13,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002593,G-103273,V-024,2025-08-29,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002594,G-102462,V-027,2025-05-11,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002595,G-101824,V-013,2025-02-23,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002596,G-101982,V-030,2025-07-05,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002597,G-103509,V-005,2025-02-09,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002598,G-101588,V-016,2025-08-25,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002599,G-103283,V-007,2025-01-31,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002600,G-103089,V-008,2024-10-10,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002601,G-101114,V-016,2026-02-25,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002602,G-102861,V-016,2024-02-27,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002603,G-100083,V-022,2024-07-21,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002604,G-101854,V-015,2025-05-04,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002605,G-104807,V-027,2024-08-13,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002606,G-102413,V-024,2026-03-28,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002607,G-101666,V-029,2026-04-10,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002608,G-102828,V-029,2025-03-21,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002609,G-100932,V-001,2025-08-09,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002610,G-100108,V-007,2025-06-25,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002611,G-103741,V-017,2024-12-05,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002612,G-104710,V-030,2025-12-20,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002613,G-100252,V-004,2026-02-18,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002614,G-101764,V-024,2025-06-27,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002615,G-103630,V-018,2024-12-03,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002616,G-102215,V-025,2024-03-02,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002617,G-102079,V-024,2024-10-01,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002618,G-104930,V-017,2025-11-05,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002619,G-100505,V-018,2025-10-05,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002620,G-102588,V-016,2024-08-17,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002621,G-101467,V-029,2024-07-22,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002622,G-100107,V-008,2024-10-02,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002623,G-104630,V-017,2025-06-24,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002624,G-100681,V-004,2024-09-13,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002625,G-100870,V-007,2024-10-01,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002626,G-100647,V-004,2024-09-30,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002627,G-101763,V-006,2025-05-25,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002628,G-100197,V-027,2024-11-30,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002629,G-100948,V-028,2026-03-09,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002630,G-103789,V-006,2024-12-16,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002631,G-102221,V-028,2025-02-07,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002632,G-101229,V-029,2024-05-12,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002633,G-103677,V-002,2024-05-30,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002634,G-103553,V-022,2024-08-03,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002635,G-100678,V-019,2024-04-03,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002636,G-102237,V-020,2024-10-19,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002637,G-104186,V-009,2025-09-15,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002638,G-101237,V-015,2024-10-23,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002639,G-104229,V-027,2026-04-16,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002640,G-104587,V-028,2025-07-11,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002641,G-104857,V-003,2025-12-29,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002642,G-103854,V-008,2024-12-25,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002643,G-100659,V-004,2024-09-25,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002644,G-102447,V-013,2024-02-27,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002645,G-102158,V-012,2024-05-07,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002646,G-100736,V-029,2024-10-19,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002647,G-103980,V-029,2025-06-22,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002648,G-102280,V-017,2024-10-06,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002649,G-100638,V-030,2024-06-09,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002650,G-100356,V-029,2024-08-27,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002651,G-102632,V-006,2024-04-25,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002652,G-102492,V-012,2025-11-10,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002653,G-103642,V-019,2024-02-27,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002654,G-101165,V-018,2025-01-09,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002655,G-104194,V-003,2024-09-30,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002656,G-104671,V-006,2026-02-05,Preference noted,Dietary,Allergic to truffle.,Chef
I-002657,G-102605,V-019,2024-10-23,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002658,G-104378,V-005,2024-05-27,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002659,G-103744,V-029,2025-09-02,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002660,G-101709,V-022,2026-03-03,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002661,G-103980,V-022,2025-12-12,Preference noted,Dietary,Allergic to truffle.,Chef
I-002662,G-104437,V-004,2024-04-21,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002663,G-104610,V-006,2025-02-26,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002664,G-102255,V-006,2025-05-31,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002665,G-100020,V-005,2026-03-11,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002666,G-103337,V-012,2025-05-02,Preference noted,Dietary,Allergic to truffle.,Chef
I-002667,G-100687,V-012,2025-10-31,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002668,G-103204,V-014,2024-12-23,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002669,G-102052,V-024,2024-06-10,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002670,G-101237,V-006,2024-03-09,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002671,G-104663,V-005,2024-10-03,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002672,G-104236,V-004,2024-02-24,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002673,G-102543,V-003,2024-06-10,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
