guest_id,nationality,home_city,home_country,guest_tier,first_seen_date,first_seen_brand,dietary_flags,preferred_language,lifetime_spend_aed,total_visits,brands_visited_count,last_visit_date,acquisition_channel,event_host_count,consent_status
G-104486,Saudi Arabia,Riyadh,Saudi Arabia,Standard,2024-10-22,Em Sherif,vegetarian,AR,7941,4,1,2025-04-12,Referral,0,Full
G-104487,UAE,Sharjah,UAE,Standard,2024-12-08,CE LA VI,,AR,18586,8,1,2025-06-16,Digital,0,Full
G-104488,India,Mumbai,India,Gold,2024-12-29,AlphaMind,,EN,143408,69,1,2025-11-03,Concierge,0,Full
G-104489,Lebanon,Beirut,Lebanon,Standard,2025-06-02,CE LA VI,,AR,8458,4,2,2026-03-08,Concierge,0,Full
G-104490,UK,London,UK,Standard,2025-09-28,Em Sherif,halal,EN,9719,4,1,2025-11-11,Concierge,0,Full
G-104491,UAE,Dubai,UAE,Gold,2025-02-28,Nammos,,AR,148270,66,3,2025-11-17,Hotel partner,0,Full
G-104492,USA,Miami,USA,Standard,2024-06-30,Nammos,halal,EN,13598,10,1,2025-11-08,Direct,0,Full
G-104493,USA,New York,USA,Gold,2024-07-14,Nammos,vegetarian,EN,66107,25,1,2025-11-09,Direct,0,Full
G-104494,France,Nice,France,Standard,2024-09-17,Nammos,,FR,15940,12,1,2025-03-12,Concierge,0,Full
G-104495,Saudi Arabia,Riyadh,Saudi Arabia,Platinum,2025-09-24,Em Sherif,,AR,612711,408,3,2026-03-02,Referral,0,Full
G-104496,USA,Los Angeles,USA,Diamond,2025-06-27,CE LA VI,,EN,3185081,1167,3,2025-08-31,Referral,0,Partial
G-104497,UAE,Abu Dhabi,UAE,Standard,2025-11-28,Nammos,,AR,26485,11,1,2026-01-28,Concierge,0,Full
G-104498,France,Nice,France,Standard,2024-05-31,CE LA VI,vegetarian,FR,13474,10,1,2026-01-22,Hotel partner,0,Partial
G-104499,UAE,Dubai,UAE,Standard,2025-07-29,Em Sherif,vegetarian,AR,3466,2,1,2026-04-17,Hotel partner,0,None
G-104500,UK,London,UK,Standard,2025-08-29,Nammos,,EN,18867,13,1,2025-09-19,Hotel partner,0,None
G-104501,UK,London,UK,Diamond,2025-08-09,AlphaMind,,EN,3516172,2830,2,2026-03-13,Direct,1,Partial
G-104502,Bahrain,Manama,Bahrain,Standard,2025-08-29,CE LA VI,,AR,17693,9,1,2025-11-27,Direct,0,None
G-104503,USA,New York,USA,Standard,2025-06-07,Em Sherif,,EN,15749,12,1,2025-11-17,Hotel partner,0,Partial
G-104504,UAE,Sharjah,UAE,Gold,2025-10-07,Nammos,,AR,90048,50,1,2026-02-15,Concierge,0,Full
G-104505,USA,New York,USA,Standard,2025-12-09,Em Sherif,,EN,8244,3,1,2026-04-14,Concierge,0,Full
G-104506,UK,London,UK,Standard,2024-04-27,Nammos,,EN,28885,12,1,2024-12-12,Direct,0,Full
G-104507,Singapore,Singapore,Singapore,Standard,2024-11-06,Em Sherif,,EN,24056,13,1,2025-02-17,Concierge,0,Full
G-104508,UAE,Sharjah,UAE,Gold,2024-12-30,Nammos,,AR,51661,20,2,2025-12-15,Hotel partner,0,Full
G-104509,UK,Manchester,UK,Diamond,2026-02-16,AlphaMind,,EN,1875997,688,3,2026-04-11,Hotel partner,0,None
G-104510,France,Cannes,France,Gold,2025-12-04,Nammos,pescatarian,FR,61683,43,2,2026-04-01,Referral,0,Full
G-104511,France,Cannes,France,Standard,2025-11-05,AlphaMind,,FR,7319,4,1,2026-02-20,Hotel partner,0,Full
G-104512,Qatar,Doha,Qatar,Standard,2025-03-01,Nammos,vegetarian,AR,10815,4,1,2026-02-27,Direct,0,Partial
G-104513,USA,New York,USA,Standard,2025-10-29,Nammos,,EN,9835,6,1,2026-01-25,Digital,0,Full
G-104514,Saudi Arabia,Jeddah,Saudi Arabia,Standard,2025-06-17,Nammos,halal,AR,11170,4,2,2025-11-28,Direct,0,Full
G-104515,UK,Manchester,UK,Standard,2025-09-21,Nammos,,EN,25421,12,1,2026-03-10,Digital,0,Full
G-104516,Saudi Arabia,Riyadh,Saudi Arabia,Standard,2025-02-13,Nammos,halal,AR,24102,14,1,2026-04-05,Digital,0,None
G-104517,Russia,Moscow,Russia,Platinum,2025-11-17,Nammos,,RU,295924,113,1,2026-04-19,Direct,0,Partial
G-104518,USA,Miami,USA,Gold,2025-09-08,Nammos,,EN,46742,24,1,2025-12-22,Concierge,0,Full
G-104519,UAE,Abu Dhabi,UAE,Platinum,2025-08-21,Em Sherif,,AR,474494,201,4,2026-04-01,Digital,0,Full
G-104520,UK,Manchester,UK,Gold,2024-06-16,CE LA VI,,EN,123380,69,2,2025-11-20,Concierge,0,Full
G-104521,UAE,Abu Dhabi,UAE,Standard,2024-11-16,Nammos,,AR,5499,4,2,2025-06-21,Direct,0,Partial
G-104522,UK,London,UK,Gold,2025-04-27,Nammos,,EN,83236,60,2,2026-02-24,Direct,0,None
G-104523,UAE,Sharjah,UAE,Diamond,2025-11-08,Nammos,,AR,3445301,2004,1,2026-04-01,Hotel partner,0,Full
G-104524,UK,Manchester,UK,Standard,2025-05-04,AlphaMind,,EN,18817,7,1,2025-07-21,Referral,0,None
G-104525,India,Delhi,India,Standard,2025-04-30,Em Sherif,,EN,17116,7,1,2025-12-14,Referral,0,Partial
G-104526,India,Delhi,India,Gold,2025-11-20,Nammos,halal,EN,120712,96,2,2026-02-17,Hotel partner,0,Full
G-104527,UAE,Sharjah,UAE,Gold,2026-04-19,CE LA VI,,AR,85793,56,1,2026-04-18,Direct,0,None
G-104528,UAE,Sharjah,UAE,Standard,2024-07-13,Nammos,,AR,11678,5,1,2025-09-03,Concierge,0,Full
G-104529,UAE,Dubai,UAE,Standard,2025-12-16,Nammos,pescatarian,AR,12465,4,1,2026-04-08,Referral,0,Full
G-104530,UK,Manchester,UK,Standard,2025-09-06,Nammos,halal,EN,6838,4,2,2026-03-31,Referral,0,Full
G-104531,UAE,Abu Dhabi,UAE,Standard,2025-05-20,Nammos,,AR,6080,3,1,2026-01-30,Hotel partner,0,Full
G-104532,UAE,Sharjah,UAE,Gold,2024-08-03,Em Sherif,,AR,99667,41,1,2026-01-30,Direct,0,Partial
G-104533,UAE,Abu Dhabi,UAE,Diamond,2025-10-28,Em Sherif,,AR,1039477,822,2,2026-02-08,Direct,0,Partial
G-104534,Kuwait,Kuwait City,Kuwait,Standard,2024-04-30,AlphaMind,,AR,29804,11,1,2026-01-29,Direct,0,Partial
G-104535,UK,Manchester,UK,Platinum,2025-03-29,Nammos,,EN,203897,140,2,2025-05-27,Concierge,0,Full
G-104536,Bahrain,Manama,Bahrain,Standard,2025-05-27,Em Sherif,,AR,12718,8,1,2025-06-08,Direct,0,Full
G-104537,Russia,Saint Petersburg,Russia,Gold,2025-04-09,Em Sherif,,RU,101581,44,1,2026-01-05,Referral,0,Full
G-104538,UK,Manchester,UK,Standard,2025-11-11,Em Sherif,vegetarian,EN,8395,3,1,2026-03-24,Concierge,0,Full
G-104539,Saudi Arabia,Jeddah,Saudi Arabia,Gold,2025-08-22,Nammos,vegan,AR,127154,53,2,2026-03-17,Hotel partner,0,Partial
G-104540,India,Delhi,India,Standard,2025-02-10,Em Sherif,gluten-free,EN,15737,5,2,2026-02-18,Referral,0,Full
G-104541,USA,Miami,USA,Gold,2025-10-10,Nammos,,EN,30637,16,1,2026-02-18,Concierge,0,Partial
G-104542,UK,London,UK,Standard,2024-06-19,CE LA VI,vegetarian,EN,13386,7,1,2025-09-22,Digital,0,Full
G-104543,Lebanon,Beirut,Lebanon,Platinum,2025-05-15,CE LA VI,,AR,251493,144,3,2025-08-12,Concierge,2,Full
G-104544,Qatar,Doha,Qatar,Platinum,2025-11-20,Nammos,,AR,245202,107,2,2026-03-22,Direct,1,Full
G-104545,Qatar,Doha,Qatar,Gold,2025-06-17,Nammos,gluten-free,AR,76435,33,1,2025-08-16,Direct,0,Partial
G-104546,Saudi Arabia,Jeddah,Saudi Arabia,Standard,2025-08-01,CE LA VI,halal,AR,18891,12,1,2026-02-05,Referral,0,Full
G-104547,Kuwait,Kuwait City,Kuwait,Standard,2024-11-18,Nammos,vegetarian,AR,25703,11,1,2025-09-23,Digital,0,Partial
G-104548,UAE,Sharjah,UAE,Gold,2025-09-17,CE LA VI,,AR,103504,40,1,2026-02-19,Direct,0,Full
G-104549,Germany,Berlin,Germany,Platinum,2025-01-16,Nammos,,DE,700478,399,1,2025-04-13,Direct,0,Full
G-104550,UK,London,UK,Standard,2025-05-26,Nammos,,EN,4008,2,2,2026-03-20,Digital,0,Full
G-104551,UK,Manchester,UK,Standard,2024-11-16,Em Sherif,,EN,13742,8,1,2025-04-02,Direct,0,Full
G-104552,UK,London,UK,Gold,2024-08-14,Nammos,,EN,121950,100,2,2025-11-22,Digital,0,None
G-104553,Lebanon,Beirut,Lebanon,Gold,2024-01-22,Nammos,,AR,122193,53,1,2026-03-17,Direct,0,Full
G-104554,UK,London,UK,Standard,2025-08-07,AlphaMind,pescatarian,EN,6555,2,1,2026-03-04,Concierge,0,Full
G-104555,UK,Manchester,UK,Diamond,2024-10-18,Nammos,gluten-free,EN,4368910,3382,3,2025-06-02,Digital,0,Partial
G-104556,France,Cannes,France,Standard,2025-05-20,Em Sherif,,FR,17925,8,1,2026-03-10,Hotel partner,0,Partial
G-104557,UAE,Sharjah,UAE,Gold,2025-08-02,Em Sherif,,AR,50227,36,1,2026-01-23,Referral,0,None
G-104558,UAE,Sharjah,UAE,Diamond,2024-08-16,Nammos,,AR,3381134,1558,3,2025-02-13,Concierge,0,None
G-104559,India,Bangalore,India,Standard,2024-07-16,Nammos,,EN,9228,3,1,2025-07-02,Referral,0,None
G-104560,Russia,Moscow,Russia,Standard,2025-08-01,CE LA VI,,RU,25755,15,1,2026-01-13,Hotel partner,0,Full
G-104561,Saudi Arabia,Riyadh,Saudi Arabia,Standard,2025-06-16,CE LA VI,,AR,9510,5,1,2026-02-08,Referral,0,Partial
G-104562,UAE,Abu Dhabi,UAE,Standard,2024-07-29,AlphaMind,pescatarian,AR,18695,10,1,2025-07-23,Concierge,0,Full
G-104563,India,Delhi,India,Standard,2025-06-13,Em Sherif,,EN,20929,9,2,2025-10-09,Direct,0,None
G-104564,USA,New York,USA,Standard,2026-02-19,Em Sherif,,EN,15944,6,1,2026-04-15,Concierge,0,None
G-104565,UAE,Sharjah,UAE,Standard,2025-04-08,Nammos,vegetarian,AR,12442,5,1,2026-03-18,Referral,0,Full
G-104566,USA,Los Angeles,USA,Platinum,2025-09-23,CE LA VI,,EN,425414,254,3,2026-03-13,Referral,1,Partial
G-104567,Qatar,Doha,Qatar,Gold,2025-08-16,CE LA VI,,AR,133330,53,2,2026-02-12,Hotel partner,0,Full
G-104568,France,Cannes,France,Platinum,2025-05-11,Nammos,pescatarian,FR,425853,283,4,2026-04-16,Referral,0,Partial
G-104569,Russia,Saint Petersburg,Russia,Gold,2025-03-09,Em Sherif,,RU,123431,61,2,2025-05-16,Concierge,0,Full
G-104570,France,Nice,France,Diamond,2024-09-07,Nammos,,FR,4119145,3101,3,2025-02-04,Concierge,1,Full
G-104571,Germany,Munich,Germany,Platinum,2024-10-30,Nammos,halal,DE,767901,305,2,2026-01-25,Direct,1,Full
G-104572,UAE,Abu Dhabi,UAE,Gold,2025-07-12,AlphaMind,halal,AR,140816,96,2,2025-11-21,Referral,0,Full
G-104573,Germany,Berlin,Germany,Gold,2025-10-20,Em Sherif,,DE,37815,20,2,2026-02-21,Concierge,0,Full
G-104574,UAE,Dubai,UAE,Standard,2025-01-30,Nammos,vegetarian,AR,13818,9,1,2026-01-15,Direct,0,Full
G-104575,Kuwait,Kuwait City,Kuwait,Gold,2024-10-09,Em Sherif,halal,AR,144244,59,1,2025-07-14,Direct,0,Full
G-104576,Russia,Saint Petersburg,Russia,Gold,2026-02-03,Nammos,,RU,113421,62,1,2026-02-24,Direct,0,None
G-104577,Qatar,Doha,Qatar,Standard,2025-05-08,CE LA VI,,AR,19319,13,1,2025-09-13,Digital,0,None
G-104578,UAE,Abu Dhabi,UAE,Standard,2024-07-19,Em Sherif,vegetarian,AR,10562,7,1,2026-01-13,Direct,0,Partial
G-104579,USA,New York,USA,Gold,2025-01-08,AlphaMind,,EN,141607,72,1,2025-05-17,Direct,0,Full
G-104580,France,Nice,France,Standard,2024-04-22,CE LA VI,,FR,26958,12,1,2025-03-13,Direct,0,Full
G-104581,UAE,Abu Dhabi,UAE,Platinum,2025-07-26,Nammos,,AR,296874,113,1,2025-11-19,Hotel partner,0,Full
G-104582,France,Cannes,France,Standard,2024-10-19,Nammos,,FR,8290,3,1,2025-08-12,Digital,0,Full
G-104583,Italy,Milan,Italy,Standard,2025-11-24,Nammos,,IT,2585,1,2,2026-04-21,Concierge,0,Full
G-104584,Saudi Arabia,Jeddah,Saudi Arabia,Standard,2025-05-01,Em Sherif,,AR,13102,5,1,2025-06-14,Direct,0,Full
G-104585,UK,London,UK,Standard,2025-09-06,Nammos,"vegetarian,gluten-free",EN,10726,4,1,2026-01-12,Concierge,0,Full
G-104586,UK,Manchester,UK,Platinum,2025-12-27,Nammos,,EN,785343,368,3,2026-04-05,Referral,1,Partial
G-104587,UK,Manchester,UK,Platinum,2025-12-17,Nammos,,EN,673282,288,2,2026-01-06,Concierge,0,Full
G-104588,UAE,Sharjah,UAE,Gold,2025-10-13,Em Sherif,,AR,55675,24,1,2026-02-07,Direct,0,Partial
G-104589,France,Nice,France,Gold,2024-05-23,Nammos,gluten-free,FR,45491,16,1,2026-03-16,Referral,0,Full
G-104590,UAE,Dubai,UAE,Gold,2025-07-24,CE LA VI,,AR,88953,59,2,2026-03-08,Direct,0,Full
G-104591,UAE,Dubai,UAE,Gold,2025-12-21,Em Sherif,vegan,AR,72472,27,1,2026-01-02,Direct,0,Full
G-104592,USA,Miami,USA,Standard,2026-02-20,CE LA VI,gluten-free,EN,14099,5,1,2026-04-18,Hotel partner,0,Full
G-104593,France,Paris,France,Standard,2025-01-21,Nammos,,FR,17130,13,1,2026-03-03,Direct,0,None
G-104594,India,Delhi,India,Gold,2024-10-29,CE LA VI,,EN,115002,78,1,2026-01-03,Direct,0,Partial
G-104595,UAE,Sharjah,UAE,Gold,2024-04-29,AlphaMind,,AR,30252,15,1,2026-03-06,Hotel partner,0,None
G-104596,UK,London,UK,Standard,2024-08-04,Em Sherif,,EN,12023,9,1,2026-02-02,Referral,0,Full
G-104597,USA,Los Angeles,USA,Gold,2024-08-09,CE LA VI,,EN,119116,82,1,2026-04-26,Concierge,0,Full
G-104598,Russia,Moscow,Russia,Platinum,2025-07-01,AlphaMind,vegetarian,RU,572127,365,2,2026-04-10,Concierge,0,Partial
G-104599,UAE,Sharjah,UAE,Platinum,2025-11-21,Nammos,,AR,174608,119,2,2026-04-04,Referral,1,Full
G-104600,UAE,Sharjah,UAE,Gold,2024-09-29,Nammos,,AR,126919,48,2,2025-05-11,Direct,0,Partial
G-104601,UAE,Dubai,UAE,Gold,2026-01-23,CE LA VI,halal,AR,39560,18,1,2026-04-11,Direct,0,Full
G-104602,UK,Manchester,UK,Standard,2026-02-05,Nammos,,EN,8507,4,3,2026-03-31,Hotel partner,0,None
G-104603,UAE,Sharjah,UAE,Standard,2025-03-19,Nammos,pescatarian,AR,22104,8,2,2025-10-07,Concierge,0,Full
G-104604,Russia,Moscow,Russia,Standard,2025-03-18,Nammos,,RU,27630,16,2,2026-02-09,Direct,0,Full
G-104605,France,Cannes,France,Standard,2025-08-22,Em Sherif,,FR,24264,13,1,2026-03-11,Direct,0,Full
G-104606,Qatar,Doha,Qatar,Standard,2024-05-02,CE LA VI,,AR,27602,22,2,2025-09-06,Referral,0,Full
G-104607,UK,London,UK,Standard,2025-08-27,Nammos,vegetarian,EN,18850,8,1,2025-12-13,Concierge,0,Partial
G-104608,France,Nice,France,Standard,2025-11-27,CE LA VI,,FR,9024,3,1,2025-12-20,Digital,0,Full
G-104609,Russia,Moscow,Russia,Gold,2025-08-05,Nammos,halal,RU,86588,65,2,2025-11-14,Hotel partner,0,Partial
G-104610,UAE,Abu Dhabi,UAE,Platinum,2024-08-25,Em Sherif,,AR,657600,397,3,2025-09-17,Concierge,0,Full
G-104611,UAE,Sharjah,UAE,Standard,2025-03-19,CE LA VI,,AR,2528,1,1,2026-02-18,Direct,0,Full
G-104612,France,Nice,France,Platinum,2026-02-23,Em Sherif,gluten-free,FR,426750,166,2,2026-03-07,Concierge,1,Full
G-104613,Italy,Rome,Italy,Standard,2025-07-16,AlphaMind,,IT,14993,6,1,2026-04-08,Digital,0,Partial
G-104614,India,Delhi,India,Platinum,2025-05-11,Nammos,vegetarian,EN,371118,165,1,2025-12-23,Hotel partner,1,Full
G-104615,Singapore,Singapore,Singapore,Diamond,2025-10-28,Nammos,vegetarian,EN,3805339,2052,3,2026-02-13,Direct,0,Full
G-104616,Qatar,Doha,Qatar,Standard,2025-04-28,CE LA VI,,AR,20394,10,1,2025-09-24,Direct,0,Full
G-104617,UAE,Dubai,UAE,Gold,2025-05-27,Em Sherif,vegetarian,AR,62759,32,4,2026-03-29,Direct,0,Partial
G-104618,Qatar,Doha,Qatar,Standard,2024-01-08,Em Sherif,,AR,2517,1,1,2025-12-18,Concierge,0,Full
G-104619,Qatar,Doha,Qatar,Platinum,2025-07-11,Em Sherif,,AR,536125,226,3,2026-03-25,Direct,1,Full
G-104620,India,Bangalore,India,Standard,2025-05-04,Nammos,,EN,20222,9,1,2025-11-02,Digital,0,Partial
G-104621,UAE,Dubai,UAE,Platinum,2025-08-19,AlphaMind,halal,AR,256846,168,3,2026-02-17,Referral,2,Full
G-104622,UAE,Dubai,UAE,Standard,2024-12-31,CE LA VI,vegetarian,AR,28715,11,1,2025-09-25,Hotel partner,0,None
G-104623,USA,Miami,USA,Platinum,2026-01-05,CE LA VI,,EN,180169,80,3,2026-02-05,Concierge,1,Partial
G-104624,UK,Manchester,UK,Standard,2025-11-10,Em Sherif,gluten-free,EN,11929,4,1,2025-12-27,Direct,0,Partial
G-104625,UK,London,UK,Platinum,2025-11-20,AlphaMind,pescatarian,EN,661945,331,2,2026-02-24,Concierge,2,Full
G-104626,Italy,Milan,Italy,Gold,2026-03-02,Em Sherif,,IT,103251,58,2,2026-03-28,Referral,0,Full
G-104627,USA,Miami,USA,Gold,2024-03-13,Nammos,,EN,100889,52,1,2025-04-06,Digital,0,Full
G-104628,UK,Manchester,UK,Gold,2024-09-06,Nammos,,EN,90719,41,2,2026-01-25,Referral,0,None
G-104629,Saudi Arabia,Riyadh,Saudi Arabia,Standard,2025-09-21,Nammos,pescatarian,AR,20693,8,1,2026-03-31,Hotel partner,0,Full
G-104630,UK,London,UK,Platinum,2024-10-27,CE LA VI,"halal,gluten-free",EN,535433,439,3,2026-04-23,Concierge,1,Full
G-104631,France,Paris,France,Gold,2025-09-06,Nammos,,FR,129143,57,2,2026-02-18,Referral,0,Partial
G-104632,Saudi Arabia,Jeddah,Saudi Arabia,Platinum,2026-01-01,Nammos,,AR,774356,300,3,2026-03-26,Hotel partner,2,Full
G-104633,Lebanon,Beirut,Lebanon,Platinum,2026-01-21,Em Sherif,,AR,658482,249,3,2026-03-17,Direct,0,None
G-104634,UAE,Dubai,UAE,Gold,2025-12-18,Nammos,,AR,124347,69,1,2026-02-06,Digital,0,Full
G-104635,Germany,Munich,Germany,Standard,2025-04-21,Nammos,,DE,9619,3,1,2025-08-10,Digital,0,Partial
G-104636,India,Delhi,India,Standard,2026-01-12,Nammos,,EN,2483,1,1,2026-02-27,Direct,0,Full
G-104637,UAE,Abu Dhabi,UAE,Platinum,2025-07-05,Em Sherif,,AR,676727,459,1,2026-04-02,Referral,0,Full
G-104638,UAE,Abu Dhabi,UAE,Platinum,2024-06-19,Nammos,,AR,712128,533,1,2025-08-15,Hotel partner,0,Full
G-104639,UK,Manchester,UK,Standard,2025-11-19,Nammos,,EN,21680,13,2,2026-03-04,Concierge,0,Partial
G-104640,UAE,Abu Dhabi,UAE,Standard,2024-09-20,Nammos,,AR,22834,8,1,2025-12-21,Direct,0,None
G-104641,Kuwait,Kuwait City,Kuwait,Standard,2025-04-17,Nammos,halal,AR,9567,3,1,2026-02-27,Direct,0,None
G-104642,USA,New York,USA,Standard,2025-05-21,Em Sherif,vegetarian,EN,13322,10,1,2025-09-26,Digital,0,Partial
G-104643,Qatar,Doha,Qatar,Standard,2025-04-18,Em Sherif,,AR,18211,11,2,2026-01-01,Concierge,0,Partial
G-104644,UAE,Abu Dhabi,UAE,Platinum,2026-04-18,Nammos,pescatarian,AR,522327,256,3,2026-04-20,Hotel partner,1,None
G-104645,Saudi Arabia,Jeddah,Saudi Arabia,Standard,2024-06-24,Em Sherif,,AR,22313,8,1,2025-08-12,Referral,0,Full
G-104646,USA,Los Angeles,USA,Standard,2025-09-19,AlphaMind,,EN,7103,3,1,2026-03-18,Direct,0,Full
G-104647,Singapore,Singapore,Singapore,Platinum,2025-03-11,Nammos,vegetarian,EN,309014,149,1,2026-02-10,Direct,1,Full
G-104648,Russia,Moscow,Russia,Standard,2025-09-13,Nammos,,RU,12065,4,2,2026-01-21,Hotel partner,0,Full
G-104649,UK,Manchester,UK,Standard,2025-07-12,CE LA VI,vegetarian,EN,12466,7,1,2026-02-03,Hotel partner,0,Full
G-104650,UAE,Abu Dhabi,UAE,Standard,2025-10-30,Nammos,,AR,4257,1,1,2025-11-17,Hotel partner,0,Full
G-104651,France,Cannes,France,Standard,2023-12-14,Nammos,,FR,15694,10,1,2025-03-05,Concierge,0,None
G-104652,Lebanon,Beirut,Lebanon,Gold,2024-11-16,Em Sherif,halal,AR,133063,57,2,2025-10-28,Hotel partner,0,None
G-104653,UK,Manchester,UK,Standard,2024-06-09,CE LA VI,pescatarian,EN,28267,14,1,2026-04-06,Direct,0,Full
G-104654,USA,Miami,USA,Standard,2024-12-17,Nammos,,EN,27556,21,1,2026-01-26,Direct,0,None
G-104655,UK,Manchester,UK,Standard,2025-10-02,Nammos,,EN,8010,4,1,2025-10-30,Direct,0,Partial
G-104656,India,Delhi,India,Standard,2025-09-16,Nammos,halal,EN,26229,20,1,2026-03-27,Direct,0,Full
G-104657,UAE,Sharjah,UAE,Standard,2024-07-15,Nammos,,AR,25664,12,1,2025-10-08,Concierge,0,Full
G-104658,UK,Manchester,UK,Standard,2024-06-07,Em Sherif,,EN,20940,11,1,2025-02-06,Concierge,0,Full
G-104659,UK,Manchester,UK,Standard,2025-01-17,CE LA VI,,EN,19623,8,1,2026-03-27,Direct,0,Full
G-104660,Lebanon,Beirut,Lebanon,Gold,2025-08-28,Em Sherif,vegetarian,AR,61038,22,1,2026-02-03,Direct,0,Full
G-104661,UAE,Abu Dhabi,UAE,Standard,2025-04-08,Nammos,halal,AR,12156,7,1,2026-03-13,Direct,0,Full
G-104662,Saudi Arabia,Riyadh,Saudi Arabia,Diamond,2025-09-04,Em Sherif,,AR,1111574,857,3,2025-12-23,Direct,0,Full
G-104663,Saudi Arabia,Riyadh,Saudi Arabia,Gold,2025-06-18,CE LA VI,vegetarian,AR,76694,41,1,2025-10-01,Digital,0,Full
G-104664,UK,Manchester,UK,Gold,2025-05-26,Em Sherif,,EN,50957,25,1,2025-11-10,Referral,0,Full
G-104665,Germany,Berlin,Germany,Gold,2025-02-19,AlphaMind,,DE,147912,75,2,2025-09-29,Direct,0,Partial
G-104666,UK,Manchester,UK,Standard,2024-12-07,Em Sherif,,EN,16104,6,1,2025-10-29,Hotel partner,0,Partial
G-104667,UK,London,UK,Gold,2024-08-15,Nammos,,EN,66777,29,1,2025-05-22,Referral,1,Full
G-104668,Saudi Arabia,Riyadh,Saudi Arabia,Platinum,2024-09-11,Em Sherif,,AR,607836,238,1,2025-03-05,Concierge,0,Partial
G-104669,Qatar,Doha,Qatar,Standard,2025-09-05,CE LA VI,,AR,26611,10,1,2026-03-11,Direct,0,Full
G-104670,UK,Manchester,UK,Gold,2026-01-09,CE LA VI,,EN,45253,30,1,2026-04-16,Concierge,0,Full
G-104671,Russia,Saint Petersburg,Russia,Gold,2025-07-07,AlphaMind,pescatarian,RU,97307,52,1,2026-04-14,Direct,0,None
G-104672,Saudi Arabia,Jeddah,Saudi Arabia,Standard,2025-01-14,Nammos,,AR,22162,10,1,2025-08-09,Direct,0,Full
G-104673,UAE,Abu Dhabi,UAE,Standard,2024-10-15,AlphaMind,,AR,20301,8,1,2026-01-24,Concierge,0,Full
G-104674,UAE,Dubai,UAE,Standard,2025-06-30,Nammos,,AR,9719,5,1,2026-03-04,Concierge,0,Partial
G-104675,USA,Los Angeles,USA,Standard,2026-04-01,Nammos,halal,EN,21540,13,1,2026-04-10,Concierge,0,Full
G-104676,UAE,Abu Dhabi,UAE,Standard,2024-03-24,AlphaMind,halal,AR,11888,5,1,2024-10-12,Direct,0,Partial
G-104677,USA,Los Angeles,USA,Gold,2024-08-02,Em Sherif,,EN,41165,15,2,2025-02-04,Referral,0,None
G-104678,UAE,Sharjah,UAE,Standard,2025-04-20,CE LA VI,halal,AR,10886,5,1,2025-10-02,Direct,0,None
G-104679,France,Nice,France,Standard,2025-01-02,Em Sherif,,FR,24626,20,1,2025-10-02,Direct,0,Full
G-104680,Russia,Saint Petersburg,Russia,Gold,2025-03-21,Nammos,halal,RU,105533,54,1,2025-12-11,Concierge,0,Full
G-104681,UAE,Dubai,UAE,Diamond,2024-09-20,AlphaMind,,AR,2728904,1143,2,2026-01-01,Digital,0,Partial
G-104682,UAE,Abu Dhabi,UAE,Gold,2026-01-27,Em Sherif,,AR,137926,73,2,2026-03-02,Hotel partner,0,Full
G-104683,USA,New York,USA,Standard,2025-08-06,Em Sherif,,EN,12245,5,1,2025-11-25,Referral,0,Full
G-104684,Italy,Rome,Italy,Standard,2026-03-05,Em Sherif,pescatarian,IT,18384,10,1,2026-04-18,Direct,0,Full
G-104685,UK,Manchester,UK,Gold,2025-05-21,Nammos,"halal,gluten-free",EN,122960,88,1,2026-03-03,Concierge,0,None
G-104686,UK,London,UK,Standard,2026-02-24,Nammos,,EN,29656,10,1,2026-03-20,Direct,0,Full
G-104687,UK,London,UK,Gold,2025-03-18,Em Sherif,,EN,145876,58,2,2025-11-11,Direct,0,Full
G-104688,UAE,Sharjah,UAE,Standard,2025-11-08,Nammos,vegan,AR,19643,15,1,2026-03-28,Referral,0,Partial
G-104689,USA,Miami,USA,Standard,2024-07-19,CE LA VI,pescatarian,EN,12988,5,1,2026-01-12,Referral,0,Full
G-104690,Lebanon,Beirut,Lebanon,Gold,2025-08-15,AlphaMind,,AR,124063,53,1,2026-03-21,Direct,0,Full
G-104691,USA,Los Angeles,USA,Platinum,2024-11-01,CE LA VI,,EN,176115,95,2,2025-12-28,Digital,1,Full
G-104692,UK,London,UK,Standard,2024-11-24,Nammos,,EN,24074,10,1,2026-04-01,Hotel partner,0,Full
G-104693,Saudi Arabia,Jeddah,Saudi Arabia,Standard,2025-12-04,Nammos,,AR,26832,16,1,2026-02-28,Direct,0,Full
G-104694,Qatar,Doha,Qatar,Standard,2024-05-31,Nammos,halal,AR,28526,10,2,2025-10-20,Referral,0,Full
G-104695,UAE,Abu Dhabi,UAE,Diamond,2025-01-26,Em Sherif,halal,AR,3058056,1308,1,2025-03-14,Referral,0,Full
G-104696,UK,Manchester,UK,Gold,2025-11-09,CE LA VI,,EN,112334,40,2,2026-03-23,Direct,0,None
G-104697,USA,New York,USA,Standard,2025-06-12,CE LA VI,,EN,24871,19,2,2026-03-17,Referral,0,Partial
G-104698,France,Nice,France,Standard,2025-10-17,Em Sherif,,FR,16394,11,1,2026-02-16,Direct,0,Full
G-104699,UAE,Abu Dhabi,UAE,Standard,2025-03-02,AlphaMind,,AR,28108,11,2,2026-02-07,Referral,0,Full
